age,workclass,education,education_num,marital_status,occupation,relationship,race,capital_gain,capital_loss,hours_per_week,native_country,sex_encoded,income
86,0,14,14,4,3,2,2,0,0,71,9,0,1
41,2,15,13,4,6,3,4,0,0,24,9,1,1
61,2,5,11,2,9,4,4,0,857,5,9,1,1
55,2,1,12,4,2,4,2,69440,0,18,9,1,0
88,2,5,10,4,5,5,4,0,0,63,9,1,0
68,1,3,2,2,1,2,4,0,0,2,9,1,0
37,4,7,5,2,10,0,4,0,0,67,9,1,0
18,4,3,13,2,5,3,4,0,0,25,9,1,0
43,2,9,3,2,4,4,1,0,0,96,9,1,1
56,2,7,5,4,8,5,4,0,0,79,9,1,0
30,2,13,8,2,0,5,4,0,0,10,9,0,0
85,2,4,1,4,9,5,4,0,0,54,9,1,0
64,2,0,9,2,4,2,4,0,0,12,9,1,0
40,2,7,15,4,5,2,4,70207,0,39,9,0,1
52,0,2,6,2,7,2,4,0,0,82,9,0,0
43,2,1,11,4,7,1,4,0,0,73,9,1,0
81,6,8,12,2,13,5,4,0,0,80,9,0,1
59,2,10,6,4,11,3,4,0,0,37,9,1,1
73,2,3,13,2,5,5,4,0,0,72,9,1,0
70,4,6,1,2,2,5,4,0,2523,57,9,1,0
64,3,5,12,2,6,5,4,0,0,10,5,0,1
39,2,15,15,2,6,2,4,45054,0,37,9,1,1
34,2,2,10,4,12,1,4,0,0,14,9,0,0
53,2,9,1,2,5,0,4,33749,0,39,9,0,0
21,2,2,4,4,0,2,4,0,0,18,9,1,0
31,2,11,1,2,11,1,4,0,0,86,9,1,1
86,2,0,12,2,7,3,4,0,0,22,9,1,0
44,2,4,9,4,2,0,4,0,0,68,9,0,0
17,3,9,3,4,9,4,4,0,0,82,9,0,0
17,2,4,5,0,11,5,4,21630,0,46,9,0,0
79,2,4,8,2,10,0,4,0,0,58,9,0,1
34,6,14,15,2,2,5,4,0,0,21,9,1,0
72,2,7,9,4,6,2,4,0,0,41,9,1,1
49,4,14,7,4,10,3,4,0,0,54,9,0,0
70,2,15,14,0,8,3,4,0,2379,86,9,0,0
79,2,4,14,0,12,2,4,0,0,36,9,0,0
35,2,13,13,4,8,3,4,0,0,39,9,1,1
20,2,2,8,2,8,0,0,0,0,24,9,1,0
78,0,0,1,4,7,3,4,0,329,37,9,1,0
65,2,5,2,2,13,1,4,64562,0,86,9,1,0
87,2,14,13,4,0,4,4,0,0,91,9,1,0
36,2,15,5,4,8,5,4,0,0,96,4,1,0
21,0,12,7,0,6,4,4,77769,0,75,9,1,0
49,5,11,13,0,2,4,2,0,0,78,9,1,1
72,2,11,8,2,3,1,0,6150,0,3,9,1,0
43,2,2,8,4,12,2,4,86424,0,66,9,1,1
82,0,12,11,4,2,3,4,6946,0,34,9,0,0
22,2,3,6,2,5,2,4,0,0,91,9,0,0
73,2,2,3,2,9,4,4,0,0,78,9,1,0
24,2,6,10,2,10,4,4,0,154,35,9,1,1
26,2,6,8,4,8,1,4,0,0,4,9,0,0
30,2,0,4,4,3,5,4,0,0,56,9,1,0
64,2,0,15,2,7,4,4,0,0,76,9,0,1
18,6,8,13,2,1,4,4,0,0,38,7,1,1
57,2,5,11,4,10,2,4,0,0,49,9,0,0
47,4,8,1,2,9,3,4,0,0,94,9,0,1
28,2,14,6,0,4,0,4,0,0,73,9,1,0
72,2,3,1,4,0,0,4,0,0,1,9,0,0
23,2,3,14,2,13,5,4,0,0,93,9,1,1
69,2,15,14,4,0,0,4,0,0,81,8,1,1
50,2,13,10,2,1,2,4,0,0,8,9,1,0
34,2,14,10,2,12,5,4,0,0,90,9,1,0
61,2,13,15,2,5,3,4,0,0,69,9,1,1
21,4,4,12,2,9,2,4,0,0,62,9,1,0
56,6,9,10,6,13,1,4,0,0,75,9,1,1
76,2,13,10,2,13,0,4,0,0,19,1,0,0
35,2,15,8,2,12,4,2,0,0,37,9,1,1
77,2,5,8,4,5,2,4,0,0,90,9,1,0
48,2,13,2,3,7,2,4,0,0,78,9,1,0
24,3,1,10,4,0,0,4,0,0,65,9,1,1
48,2,9,2,2,0,0,4,0,0,13,9,1,0
36,2,5,11,0,11,5,4,0,0,30,9,0,0
26,2,2,9,4,0,0,4,90231,0,93,9,1,1
42,5,12,6,2,7,5,4,18768,0,12,9,1,1
82,2,13,1,4,12,4,4,0,0,90,9,1,1
68,2,8,13,0,10,4,4,0,0,4,9,0,1
57,0,9,13,2,3,5,4,28681,0,67,9,1,0
67,2,6,6,0,8,5,2,0,0,32,9,0,0
39,6,6,5,2,7,5,4,0,0,54,9,1,1
36,0,12,6,5,4,4,4,0,0,50,9,1,0
80,2,3,11,2,0,2,4,0,0,44,9,0,1
64,2,5,1,2,13,5,4,0,0,86,9,1,0
38,2,14,2,2,8,0,4,0,0,66,5,0,0
67,6,13,8,6,10,2,4,0,0,68,9,1,0
73,2,14,1,2,2,3,1,0,0,53,9,1,0
26,4,14,3,0,5,1,4,0,0,44,9,1,0
50,4,8,11,4,7,4,4,1236,0,26,9,1,0
23,2,6,12,2,1,5,4,0,0,65,5,0,1
41,2,11,9,2,7,2,4,0,0,59,9,1,1
84,1,4,13,0,4,4,4,0,0,10,9,0,0
39,1,2,12,0,13,3,4,0,0,8,9,1,0
67,2,8,6,2,7,3,4,0,0,80,9,1,0
18,2,10,14,2,11,4,4,0,0,93,9,1,1
30,2,1,12,2,6,1,4,0,0,14,9,0,0
28,2,2,8,2,3,5,4,0,0,18,3,0,0
60,6,4,8,4,1,3,4,0,0,36,9,1,0
30,2,7,6,2,11,2,4,0,0,14,1,1,1
87,2,7,4,2,10,5,4,81389,0,6,9,1,0
36,1,11,13,2,8,4,4,0,0,28,9,1,0
66,5,11,1,4,2,0,2,0,0,43,9,0,0
48,2,1,9,4,1,5,4,0,0,58,9,1,1
31,2,9,3,0,13,0,4,0,0,88,9,0,0
68,4,0,11,4,3,3,4,0,0,53,9,1,1
44,4,9,2,2,3,5,4,0,0,20,9,1,0
44,1,8,11,4,7,3,4,0,0,80,9,0,0
58,2,9,15,4,10,1,4,0,0,8,5,0,0
23,3,4,15,2,7,3,4,0,0,41,9,1,0
46,2,13,6,2,2,5,4,0,0,36,9,1,0
35,2,7,10,2,7,1,4,0,0,97,9,1,0
22,1,10,15,0,0,2,2,0,0,69,9,0,1
17,2,8,2,4,0,4,4,0,0,42,9,1,1
46,2,9,5,4,13,3,4,0,0,54,9,1,0
41,1,4,9,6,13,1,4,0,0,53,9,1,0
24,6,9,3,2,5,5,4,0,0,51,9,1,0
75,4,2,12,2,0,3,4,0,0,56,9,1,0
56,2,13,15,2,2,4,4,0,0,15,9,0,0
53,2,3,9,2,8,0,4,51659,0,41,9,1,0
19,2,9,15,3,0,2,4,0,0,30,1,0,0
28,2,7,14,0,0,1,4,0,2688,97,7,0,1
68,2,14,12,2,5,3,4,0,0,75,9,1,1
70,2,15,9,4,3,1,4,83962,0,2,9,1,1
49,2,9,2,0,5,2,4,6786,0,82,9,1,1
89,4,14,6,0,2,0,2,0,0,97,5,1,1
57,4,4,3,4,1,1,4,0,0,75,9,1,1
63,3,10,14,0,2,4,2,0,0,86,9,0,1
75,2,5,7,2,11,3,4,0,0,18,9,0,0
20,2,6,12,2,13,4,2,0,0,86,9,1,1
38,2,12,15,2,3,4,4,0,0,31,9,1,0
19,2,2,11,2,10,5,4,0,0,98,9,1,0
30,2,6,11,0,2,5,4,0,0,16,9,1,0
80,2,8,4,4,9,1,0,27569,0,63,9,1,0
58,2,8,14,2,13,4,4,38043,0,59,9,1,0
41,2,6,10,2,7,2,4,0,0,96,9,1,1
56,2,0,13,2,7,4,4,0,0,70,9,1,0
27,2,5,5,0,13,1,4,0,0,6,9,0,0
24,2,6,9,5,11,4,4,0,0,28,9,1,1
45,2,4,3,2,7,2,4,0,0,30,5,0,0
61,2,2,5,4,1,3,2,0,0,63,9,1,1
87,2,0,6,4,11,0,4,0,0,6,9,1,0
32,2,4,10,4,9,3,4,0,0,33,9,0,0
44,1,0,6,0,3,1,4,55739,0,71,3,1,0
22,2,0,14,2,1,0,4,0,0,35,9,0,0
62,2,3,13,2,10,3,3,0,0,81,9,0,1
48,2,15,5,2,11,0,4,0,0,90,9,0,0
29,1,1,3,2,11,5,4,0,0,62,9,0,1
80,2,15,1,2,8,5,4,0,0,66,9,0,0
18,2,7,6,4,3,3,4,0,0,19,4,1,0
61,5,2,5,2,3,1,4,0,0,36,9,1,0
25,2,11,6,2,11,5,4,34705,1788,15,9,1,1
74,2,3,11,2,13,5,4,0,0,10,9,1,0
33,1,1,10,2,8,3,4,0,0,95,9,0,0
73,2,0,11,2,10,5,4,0,0,93,9,0,1
84,2,9,3,2,13,2,4,0,0,13,9,0,0
69,3,6,12,0,3,5,4,0,0,30,9,1,1
78,2,15,14,4,5,4,4,0,0,94,9,1,0
41,2,6,8,4,12,3,4,7428,0,17,9,1,0
31,2,10,3,4,13,0,4,0,0,63,9,1,0
86,2,4,12,0,11,0,4,0,3253,83,9,1,1
41,2,3,10,0,7,5,4,97446,0,25,9,1,0
52,5,0,14,4,9,2,4,0,0,61,9,0,1
47,2,1,7,2,13,3,4,0,0,30,9,0,0
39,2,9,4,4,1,0,4,0,0,4,9,1,0
66,1,14,9,2,13,4,2,0,0,52,9,1,0
63,2,1,4,2,3,0,4,0,0,68,9,0,0
27,2,6,2,2,13,4,4,0,0,8,9,1,0
25,4,11,6,2,0,4,4,0,0,41,9,0,1
51,3,8,10,4,11,1,4,0,0,71,9,0,1
70,2,5,9,2,1,3,4,0,0,93,9,1,0
18,2,12,7,2,4,0,1,0,0,94,9,1,0
26,2,2,7,4,6,3,1,0,0,13,9,1,0
17,2,5,11,6,11,4,4,0,0,34,9,1,0
63,2,3,11,2,9,0,4,0,877,92,9,1,1
30,1,11,12,2,7,1,4,0,0,42,9,0,1
71,2,9,7,4,8,4,4,0,0,34,7,0,1
61,2,15,12,2,8,5,4,0,0,45,9,1,1
24,1,0,8,2,11,0,3,0,2320,51,9,1,1
65,2,9,2,4,6,1,4,0,0,55,9,0,1
41,5,15,15,4,7,0,4,0,0,24,9,0,1
74,6,10,8,4,12,1,4,0,0,41,9,0,0
76,2,6,4,2,0,0,4,0,0,3,9,1,0
63,3,0,1,2,13,5,4,19469,0,79,9,1,0
73,1,13,4,0,10,2,4,0,0,57,9,0,0
58,2,6,15,2,13,0,4,0,0,57,9,1,0
83,2,15,3,4,3,3,4,0,0,56,9,0,0
49,2,8,1,4,4,5,4,0,0,90,9,1,0
49,2,15,14,4,5,3,2,0,0,14,9,0,0
37,2,2,6,0,5,3,4,0,0,1,9,1,1
36,2,11,14,0,4,3,4,0,0,1,9,1,1
63,2,14,10,5,7,0,4,0,0,14,9,1,0
55,2,0,6,2,9,2,4,0,0,19,2,0,0
75,2,7,7,4,6,5,4,0,0,43,9,0,0
21,2,8,6,2,10,5,4,0,0,24,9,0,1
68,2,2,2,4,7,4,2,0,0,14,9,0,0
76,2,13,5,5,10,3,3,0,0,37,9,0,0
49,5,8,15,4,12,1,4,0,0,61,9,0,0
89,2,3,12,3,5,2,4,0,0,30,9,1,0
64,2,7,6,2,8,3,4,0,0,8,9,0,0
71,1,7,9,0,9,2,4,0,0,1,9,1,1
72,4,6,13,4,4,3,1,0,0,47,9,1,0
78,2,12,9,4,4,1,4,0,0,36,9,0,0
67,2,4,12,2,5,2,4,0,0,37,9,0,1
84,2,4,4,2,12,3,4,0,0,61,9,1,0
41,2,6,10,2,0,1,4,0,0,89,7,1,0
50,2,0,1,2,8,1,2,0,0,1,9,1,0
35,0,1,3,4,3,4,3,0,0,95,9,0,1
32,5,2,10,2,5,2,4,0,0,58,9,1,1
17,2,10,2,5,2,2,4,0,3818,73,9,1,0
43,1,1,10,4,10,4,4,57394,0,9,9,1,0
78,0,4,5,6,11,4,4,0,0,27,9,1,0
66,2,0,9,0,8,4,4,0,0,10,9,1,0
54,2,3,10,2,2,1,3,0,0,61,9,1,1
64,1,11,2,4,9,5,4,0,0,30,9,0,0
74,2,15,12,2,8,3,4,0,3341,44,9,1,0
38,2,10,14,0,9,0,4,0,0,62,6,0,0
47,2,8,8,2,3,3,4,14365,0,10,9,0,0
19,4,7,15,4,12,1,4,0,0,16,9,1,1
29,2,0,15,4,1,3,0,0,0,44,9,1,0
81,2,2,9,4,11,0,4,0,0,22,5,0,0
57,2,5,8,4,4,3,4,0,0,3,9,0,1
77,2,4,10,2,2,1,4,24249,0,59,9,0,1
44,3,11,4,2,6,5,2,0,0,15,9,0,0
68,5,5,11,4,1,1,4,0,0,54,2,1,0
72,2,0,1,0,6,0,4,0,0,81,2,0,0
82,2,7,7,2,1,0,4,41265,0,86,9,1,1
71,2,3,14,0,8,1,4,0,0,94,9,1,0
68,2,14,5,2,9,2,4,0,0,54,3,0,1
78,2,14,13,0,8,3,4,0,0,30,9,1,0
80,1,15,1,0,2,2,4,0,0,12,9,1,0
35,2,7,3,4,8,2,4,0,0,40,9,0,0
86,2,5,12,4,3,0,4,0,0,76,9,0,1
22,4,8,13,6,6,5,4,0,0,90,9,1,1
35,2,2,7,2,2,0,1,0,0,11,9,1,1
19,2,11,6,5,5,0,2,0,0,16,9,1,0
66,4,2,6,2,0,3,4,0,0,15,9,0,0
84,2,4,15,2,4,2,4,0,0,69,9,0,0
35,2,8,14,2,5,5,4,0,0,97,9,0,0
69,5,13,15,4,5,3,4,0,0,64,9,1,1
65,5,9,9,2,1,0,2,0,0,87,9,0,1
33,2,10,2,5,1,5,4,0,0,23,9,0,0
60,2,4,14,2,12,2,4,0,0,32,9,0,0
77,2,12,2,4,3,2,4,0,0,26,9,1,0
85,2,7,8,2,11,3,4,0,3147,13,9,0,0
47,4,11,14,4,6,3,1,0,0,43,9,0,1
85,1,10,11,2,3,2,4,0,0,38,9,0,1
67,2,12,11,2,9,4,4,0,0,95,9,1,0
68,2,14,5,4,12,2,4,0,0,46,9,1,1
83,2,8,11,4,3,0,4,0,0,27,9,1,0
38,2,2,6,4,7,3,4,0,0,16,9,1,0
18,0,15,14,4,11,2,2,0,0,52,9,0,1
44,2,12,10,4,2,4,4,12703,0,63,9,1,0
85,2,13,14,0,10,1,4,0,0,33,5,0,0
25,2,0,3,2,11,1,4,0,0,58,9,1,0
84,2,7,15,4,12,1,4,0,0,48,9,1,1
37,4,7,8,0,3,5,4,0,0,96,9,1,0
89,3,15,11,4,7,4,4,0,0,8,9,0,1
65,2,10,8,3,2,1,1,0,0,13,9,1,0
58,6,12,15,1,6,4,4,0,0,38,9,0,0
29,2,8,13,2,8,0,4,0,0,7,9,1,0
25,1,8,2,2,3,0,4,0,0,78,9,1,0
18,2,3,3,4,12,5,2,0,0,64,9,0,0
52,6,0,10,2,8,2,4,0,0,26,0,1,0
78,1,4,13,0,7,1,2,0,0,97,9,1,1
46,5,3,12,0,7,4,4,0,0,3,5,0,1
55,2,5,7,4,11,5,4,0,0,10,9,0,0
63,2,6,4,2,6,4,4,0,0,4,9,1,0
77,2,15,13,2,5,0,4,0,0,84,9,1,1
31,2,14,13,2,3,5,4,0,0,46,5,0,0
24,5,2,15,2,12,3,4,0,0,61,9,0,0
41,4,2,13,2,11,4,4,0,0,52,9,0,0
47,5,1,3,4,2,0,3,0,0,73,9,0,0
82,6,13,9,0,0,2,4,0,0,18,9,0,0
50,2,6,13,4,10,1,4,0,0,4,9,0,0
75,2,2,5,4,6,1,4,0,0,44,9,1,0
35,4,8,1,4,10,1,4,0,0,77,9,1,0
31,2,7,12,4,4,1,4,0,0,10,9,0,0
79,2,14,3,4,9,3,4,0,0,22,9,1,0
66,2,11,4,2,13,5,4,0,0,51,9,0,0
62,2,7,11,2,1,2,4,0,0,56,9,1,1
51,2,13,11,4,7,3,4,0,2604,4,9,1,0
64,6,5,8,0,4,5,2,0,2370,59,9,1,0
40,2,9,5,6,5,3,2,0,0,43,9,0,0
21,2,11,5,2,4,2,4,0,0,88,9,1,0
76,2,1,10,2,11,0,4,0,0,94,9,1,1
29,3,5,4,2,3,0,0,0,0,69,9,1,0
84,2,15,2,2,13,5,4,0,0,43,9,1,1
30,2,15,1,2,4,4,4,0,0,38,9,1,0
81,2,2,7,0,2,0,4,0,0,37,9,1,0
82,2,13,8,0,3,5,4,0,0,27,9,0,0
77,6,9,4,0,8,5,4,0,0,40,9,1,0
43,2,10,12,0,8,5,2,0,0,56,9,1,0
73,2,3,12,4,8,4,4,0,0,97,9,0,0
22,4,4,1,4,5,2,4,0,0,54,9,1,0
30,2,4,11,4,3,0,4,0,0,66,9,1,0
51,0,1,3,2,13,1,4,0,0,46,1,1,1
82,1,2,15,4,4,2,4,28734,0,51,9,1,1
69,3,10,12,4,10,1,4,0,0,62,9,0,0
88,6,3,9,0,13,3,4,0,0,12,9,1,1
73,2,0,10,4,8,5,4,0,0,63,0,0,1
87,2,0,9,2,9,5,4,0,0,29,9,1,1
45,2,11,14,2,3,4,2,0,0,44,9,1,1
67,6,7,12,2,4,4,4,0,0,20,9,1,0
42,2,11,3,4,11,1,4,0,0,85,9,1,1
37,2,12,1,2,0,2,4,6868,0,24,9,1,1
87,2,12,13,4,1,2,4,0,0,45,9,1,1
32,2,13,10,4,5,1,4,0,0,76,9,0,0
48,2,6,12,2,4,5,4,0,0,64,9,1,0
41,1,4,13,0,11,3,4,0,0,20,8,0,0
26,2,7,4,2,9,1,4,0,0,77,9,0,0
37,2,8,9,0,2,5,2,0,0,26,5,0,1
27,0,15,14,2,1,5,4,0,0,82,9,1,0
44,2,3,13,6,0,3,4,0,0,49,9,1,1
88,2,3,5,2,5,0,4,0,0,7,5,1,0
46,2,1,9,4,0,5,4,0,0,51,9,1,1
86,2,13,15,4,3,4,4,0,0,76,9,1,0
20,1,10,15,0,10,2,4,76135,0,95,2,1,1
85,2,5,1,2,5,2,4,0,0,45,9,1,0
67,3,14,7,4,0,1,1,77918,0,8,9,1,0
39,5,11,3,2,12,3,2,2957,2392,93,7,1,1
62,2,9,10,2,9,2,4,0,0,36,9,1,1
38,1,14,1,2,7,2,4,79854,0,49,5,1,0
66,2,9,14,2,5,3,4,0,0,50,9,0,0
89,3,6,2,2,12,1,4,0,0,69,9,1,0
38,6,2,13,2,0,0,4,0,0,7,0,1,1
79,2,12,6,0,10,5,4,0,0,75,9,1,0
26,6,1,10,2,4,4,4,0,0,9,9,1,1
32,2,9,9,4,0,2,4,26713,0,45,9,1,0
21,2,2,5,4,0,2,4,0,0,36,9,1,0
82,2,1,14,4,7,4,4,0,0,86,9,1,1
60,2,13,5,2,4,4,4,0,0,37,9,0,0
42,2,2,2,0,10,0,4,0,0,72,8,1,0
35,2,12,9,4,3,2,4,0,655,25,9,0,0
44,2,4,12,2,7,1,4,0,0,43,9,0,0
73,2,4,8,4,5,2,4,0,0,41,9,1,0
54,5,9,5,4,10,5,4,0,0,59,9,0,0
61,2,11,4,5,11,0,2,0,0,89,9,0,1
25,2,5,2,0,10,0,4,0,0,53,9,1,1
68,0,10,14,2,7,0,4,0,0,87,9,1,0
75,2,7,4,2,4,5,4,0,0,16,9,1,0
69,2,8,11,4,13,1,4,0,0,42,9,0,0
50,6,11,13,2,13,0,4,0,0,36,9,1,1
40,2,5,1,2,6,5,4,0,0,50,9,1,1
53,4,9,14,0,6,0,4,0,0,78,9,1,1
50,2,12,8,4,9,0,4,0,0,58,2,0,1
46,2,7,7,2,12,4,4,0,2872,93,9,1,1
80,2,4,5,2,9,2,4,0,0,97,9,1,0
84,2,14,2,0,0,3,2,0,0,3,9,1,0
42,2,11,11,2,10,2,4,0,0,67,9,0,0
34,2,10,13,2,10,0,4,0,0,11,9,0,0
20,2,11,13,2,13,0,4,0,0,32,9,1,1
20,2,6,15,0,10,4,4,0,0,53,9,1,1
43,2,7,15,2,1,0,4,0,0,55,4,1,1
63,4,7,11,2,8,0,4,0,0,67,9,0,0
57,2,12,10,2,10,1,4,0,0,25,9,1,1
80,2,14,15,4,11,0,1,0,0,42,9,1,1
55,2,6,7,2,3,5,4,0,0,82,9,1,1
81,6,3,1,2,13,0,4,0,0,11,9,0,0
81,2,10,4,2,13,0,4,0,0,75,5,0,1
87,6,5,8,2,6,5,4,0,0,52,5,0,0
28,4,8,1,4,13,1,2,0,0,20,9,1,0
80,2,9,10,3,5,0,4,0,0,39,9,1,1
24,2,13,12,2,7,0,3,0,0,86,9,1,1
40,4,9,15,4,11,3,4,0,0,27,9,0,0
27,2,3,6,0,4,2,4,0,0,32,2,0,0
69,2,8,10,0,8,1,4,0,0,16,0,1,0
81,2,11,1,4,8,1,4,0,0,57,9,1,1
64,4,0,1,2,8,5,4,0,0,94,9,1,0
64,4,14,11,2,8,0,4,0,0,14,9,0,0
33,2,7,5,2,4,2,4,0,0,51,9,1,0
20,1,14,15,2,11,2,4,0,0,11,9,1,1
33,2,9,1,2,13,5,4,0,0,41,9,0,1
56,2,3,1,6,12,0,4,0,0,14,9,1,0
71,2,2,8,4,11,1,4,0,0,55,9,1,0
69,2,14,10,4,2,1,3,0,0,93,9,0,1
25,2,9,10,2,9,2,4,0,0,56,9,1,1
78,1,8,12,6,12,1,4,0,0,96,9,0,0
20,1,3,8,1,13,2,4,0,0,6,9,0,0
58,1,9,13,2,8,3,2,0,0,76,9,1,0
89,2,11,5,4,8,0,4,0,0,50,9,1,1
45,2,3,15,4,0,5,4,0,0,29,5,1,0
89,2,0,2,5,5,4,4,0,0,27,9,0,0
51,2,12,11,0,13,5,4,0,0,65,9,0,0
87,2,12,2,0,5,4,4,0,0,38,9,1,0
83,2,12,2,0,4,5,4,0,0,29,9,1,0
37,6,15,3,2,13,0,4,0,0,21,9,0,0
17,1,3,10,2,9,5,0,45501,0,14,1,1,1
84,2,4,13,2,13,3,4,0,0,39,9,0,0
62,6,8,11,5,5,4,4,0,0,72,9,1,0
67,1,9,1,2,7,1,4,0,0,92,9,1,1
60,2,5,13,2,1,0,4,0,0,82,9,1,1
75,2,11,11,2,0,5,4,0,0,33,9,1,1
46,5,12,11,2,5,1,2,0,0,9,9,0,0
29,2,3,3,2,11,0,2,0,0,40,9,0,0
59,2,6,4,0,3,2,4,40972,0,84,9,1,0
30,6,1,7,0,0,3,4,0,0,4,9,1,0
38,2,5,14,2,0,1,4,0,0,84,9,1,1
39,6,2,12,2,3,3,2,0,3207,24,9,1,1
23,2,2,8,2,4,3,4,0,0,6,9,1,1
55,6,5,11,4,5,4,2,0,0,15,6,0,0
54,2,11,8,0,8,0,4,0,0,91,9,1,1
18,2,6,10,4,12,2,2,7654,0,44,3,1,1
33,2,10,7,0,3,2,4,37920,0,20,9,1,1
72,2,9,10,4,3,5,4,0,0,16,9,1,0
44,2,7,2,2,5,5,4,0,0,81,3,0,1
60,2,4,4,0,12,0,3,0,0,84,9,0,1
78,2,9,5,1,1,5,2,0,0,91,9,0,0
45,4,0,5,0,5,3,4,0,0,17,9,1,0
25,5,10,3,4,4,3,2,76454,0,43,9,1,1
87,2,0,5,2,1,2,4,0,0,84,9,1,1
68,2,0,9,2,7,5,4,0,0,13,9,1,0
87,1,6,4,2,9,3,4,48214,0,52,9,1,1
49,2,10,10,2,11,1,4,9937,0,35,9,1,0
38,2,8,7,0,0,4,4,0,0,55,9,1,0
84,2,2,14,0,1,0,4,0,0,51,9,1,1
71,3,1,13,4,3,3,4,0,0,5,9,1,0
20,2,1,4,6,7,3,4,0,0,49,9,0,0
23,6,2,11,4,11,0,4,0,0,64,9,1,0
83,4,7,7,2,13,0,4,0,0,81,9,0,0
77,1,15,13,2,11,2,4,0,0,20,9,1,1
37,2,1,15,4,9,5,4,38798,1369,93,9,1,1
63,4,1,13,4,4,2,4,7317,0,62,9,0,1
37,2,5,1,2,1,0,4,0,0,11,1,1,0
21,2,14,14,0,4,4,4,0,0,52,9,1,1
83,2,13,9,4,2,3,4,69569,0,3,9,1,0
58,1,12,14,0,0,0,4,0,0,50,9,0,0
75,1,8,2,4,1,4,4,0,0,70,9,1,0
51,2,0,6,5,0,5,4,0,0,16,9,1,0
72,2,10,15,0,9,4,4,0,0,17,9,1,1
20,2,9,10,4,4,5,2,16193,0,5,9,0,0
23,2,13,13,5,5,1,4,23146,0,37,9,1,0
55,6,4,15,2,1,1,3,49191,0,55,9,1,0
51,2,8,15,2,1,4,4,0,0,78,9,1,0
37,2,10,12,5,6,2,4,0,0,38,9,0,1
46,2,11,12,4,6,4,4,0,0,10,9,1,0
66,2,2,10,4,8,2,4,0,0,72,9,0,1
83,2,15,15,4,1,2,2,54029,0,59,9,0,1
72,2,2,7,2,11,3,4,0,0,12,9,1,1
29,1,15,5,2,5,5,4,0,0,95,9,0,1
57,2,5,4,4,11,5,4,0,0,2,9,1,1
39,2,9,1,4,13,0,4,33137,0,57,9,1,0
20,2,12,10,4,0,2,4,0,0,1,9,1,0
33,2,3,9,2,3,4,4,0,0,86,9,1,0
17,2,4,13,2,5,4,2,0,1510,87,9,1,1
89,2,4,4,4,4,1,4,0,0,15,9,1,0
19,2,14,9,0,10,5,4,0,0,96,9,1,1
75,2,5,7,0,13,1,4,0,0,13,9,0,1
34,2,9,5,0,11,5,4,0,0,88,1,1,0
44,2,10,12,4,2,3,4,0,0,71,9,1,0
59,2,11,8,2,0,2,1,0,2868,7,9,0,0
25,2,11,9,2,7,0,4,0,0,54,9,0,1
83,2,9,11,2,6,2,2,0,0,76,9,1,1
58,2,11,2,4,10,0,4,0,3630,48,9,1,0
48,2,0,5,0,1,2,4,0,0,3,9,1,1
31,2,6,13,4,0,3,4,0,0,75,9,1,0
29,2,13,3,2,0,5,4,0,0,10,9,0,0
80,2,4,14,4,1,1,0,0,0,66,9,0,0
59,2,2,10,2,5,3,4,0,0,64,9,1,1
27,1,2,4,2,11,0,4,0,0,90,9,0,1
23,1,0,7,0,12,4,4,0,0,86,9,0,1
71,2,15,1,4,2,1,4,0,0,94,9,0,0
85,2,3,12,4,11,3,4,0,0,81,9,1,1
57,2,1,8,2,8,5,4,0,0,14,9,1,0
48,2,15,12,2,3,5,4,0,0,81,9,1,0
18,2,4,7,2,7,3,4,0,0,60,9,1,0
71,2,7,9,2,8,0,4,0,0,65,9,0,0
70,2,6,4,4,8,3,2,0,0,94,9,0,0
45,2,0,11,2,10,1,2,0,0,42,9,0,1
69,6,1,13,2,6,5,2,0,0,22,9,1,0
62,2,11,6,5,11,1,2,0,0,28,9,1,1
65,4,6,13,2,12,2,4,83878,1964,51,0,0,0
20,2,4,5,2,7,0,2,0,0,14,9,0,0
55,2,7,5,4,9,2,4,0,0,35,9,1,1
67,2,12,1,4,11,0,4,0,0,86,9,1,1
72,2,12,8,4,5,1,4,0,0,81,9,1,0
79,2,1,15,0,5,4,4,0,0,74,9,1,0
89,2,12,12,4,1,0,4,0,0,9,9,1,0
89,2,7,15,4,12,3,4,0,0,96,9,1,1
55,2,6,11,4,5,4,2,0,0,1,9,1,1
43,2,9,5,4,4,4,4,0,0,69,9,1,0
68,2,14,11,2,3,5,4,0,0,42,9,1,1
27,2,2,14,6,2,4,4,0,0,48,9,1,1
51,2,6,2,0,13,1,4,0,0,32,2,0,0
65,2,9,4,2,9,4,4,0,0,77,9,1,0
47,4,8,11,4,7,3,4,0,0,4,9,0,0
59,2,11,11,2,10,1,4,0,0,36,9,1,0
19,2,2,6,6,13,4,4,0,0,26,9,0,1
35,2,5,15,5,2,3,4,0,0,95,3,1,0
46,4,2,6,5,2,0,4,0,0,24,9,1,0
86,5,8,13,2,2,0,4,0,0,49,9,1,0
71,3,3,15,2,4,1,2,0,0,92,5,1,1
32,2,3,1,4,7,4,4,0,0,94,9,0,0
70,0,7,11,2,12,4,4,0,0,81,9,0,1
83,2,12,13,0,6,2,4,0,0,97,9,1,1
72,6,2,4,4,5,4,4,0,0,13,9,1,0
75,2,8,15,4,2,5,4,0,0,17,9,1,1
38,4,14,15,2,0,4,0,0,0,37,9,0,0
